person,year_month,screen_time_seconds
joe biden,2012-11,7395
joe biden,2012-12,5444
joe biden,2013-01,37033
joe biden,2013-02,29567
joe biden,2013-03,8776
joe biden,2013-04,10390
joe biden,2013-05,1847
joe biden,2013-06,2838
joe biden,2013-07,1338
joe biden,2013-08,5624
joe biden,2013-09,2550
joe biden,2013-10,5362
joe biden,2013-11,3781
joe biden,2013-12,2897
joe biden,2014-01,33340
joe biden,2014-02,9896
joe biden,2014-03,2466
joe biden,2014-04,14430
joe biden,2014-05,2530
joe biden,2014-06,5370
joe biden,2014-07,2780
joe biden,2014-08,1418
joe biden,2014-09,6218
joe biden,2014-10,3070
joe biden,2014-11,8188
joe biden,2014-12,2979
joe biden,2015-01,30595
joe biden,2015-02,5240
joe biden,2015-03,1636
joe biden,2015-04,957
joe biden,2015-05,2040
joe biden,2015-06,3139
joe biden,2015-07,5746
joe biden,2015-08,22441
joe biden,2015-09,26961
joe biden,2015-10,30313
joe biden,2015-11,987
joe biden,2015-12,3922
joe biden,2016-01,17486
joe biden,2016-02,4143
joe biden,2016-03,5724
joe biden,2016-04,1283
joe biden,2016-05,1475
joe biden,2016-06,7103
joe biden,2016-07,10244
joe biden,2016-08,5066
joe biden,2016-09,3468
joe biden,2016-10,12051
joe biden,2016-11,1505
joe biden,2016-12,7363
joe biden,2017-01,11946
joe biden,2017-02,521
joe biden,2017-03,689
joe biden,2017-04,392
joe biden,2017-05,1085
joe biden,2017-06,901
joe biden,2017-07,150
joe biden,2017-08,138
joe biden,2017-09,189
joe biden,2017-10,1471
joe biden,2017-11,2794
joe biden,2017-12,7378
joe biden,2018-01,1624
joe biden,2018-02,9868
joe biden,2018-03,1986
joe biden,2018-04,1207
joe biden,2018-05,594
joe biden,2018-06,447
joe biden,2018-07,1309
joe biden,2018-08,3292
joe biden,2018-09,2263
joe biden,2018-10,3662
joe biden,2018-11,2083
joe biden,2018-12,3125
joe biden,2019-01,5200
joe biden,2019-02,7098
joe biden,2019-03,20328
joe biden,2019-04,64292
joe biden,2019-05,26237
joe biden,2019-06,69660
joe biden,2019-07,53727
joe biden,2019-08,53440
joe biden,2019-09,42679
joe biden,2019-10,47509
joe biden,2019-11,54477
joe biden,2019-12,34500
joe biden,2020-01,31882
joe biden,2020-02,90531
joe biden,2020-03,111240
joe biden,2020-04,31914
joe biden,2020-05,65360
joe biden,2020-06,38696
joe biden,2020-07,66369
joe scarborough,2010-01,21986
joe scarborough,2010-02,21830
joe scarborough,2010-03,22620
joe scarborough,2010-04,24017
joe scarborough,2010-05,13643
joe scarborough,2010-06,12922
joe scarborough,2010-07,11145
joe scarborough,2010-08,27318
joe scarborough,2010-09,18335
joe scarborough,2010-10,22537
joe scarborough,2010-11,22707
joe scarborough,2010-12,23651
joe scarborough,2011-01,25148
joe scarborough,2011-02,24199
joe scarborough,2011-03,15323
joe scarborough,2011-04,20096
joe scarborough,2011-05,19133
joe scarborough,2011-06,25505
joe scarborough,2011-07,14368
joe scarborough,2011-08,16624
joe scarborough,2011-09,27576
joe scarborough,2011-10,30955
joe scarborough,2011-11,22767
joe scarborough,2011-12,24712
joe scarborough,2012-01,30200
joe scarborough,2012-02,23543
joe scarborough,2012-03,27979
joe scarborough,2012-04,30520
joe scarborough,2012-05,31166
joe scarborough,2012-06,18267
joe scarborough,2012-07,17510
joe scarborough,2012-08,29037
joe scarborough,2012-09,24990
joe scarborough,2012-10,28590
joe scarborough,2012-11,24068
joe scarborough,2012-12,26515
joe scarborough,2013-01,34276
joe scarborough,2013-02,30339
joe scarborough,2013-03,20886
joe scarborough,2013-04,29123
joe scarborough,2013-05,24800
joe scarborough,2013-06,27922
joe scarborough,2013-07,19917
joe scarborough,2013-08,29105
joe scarborough,2013-09,22138
joe scarborough,2013-10,31379
joe scarborough,2013-11,27211
joe scarborough,2013-12,24444
joe scarborough,2014-01,32843
joe scarborough,2014-02,23102
joe scarborough,2014-03,22490
joe scarborough,2014-04,26365
joe scarborough,2014-05,24979
joe scarborough,2014-06,29811
joe scarborough,2014-07,13472
joe scarborough,2014-08,37058
joe scarborough,2014-09,39149
joe scarborough,2014-10,40582
joe scarborough,2014-11,29125
joe scarborough,2014-12,27830
joe scarborough,2015-01,19150
joe scarborough,2015-02,31966
joe scarborough,2015-03,27219
joe scarborough,2015-04,30188
joe scarborough,2015-05,29393
joe scarborough,2015-06,34237
joe scarborough,2015-07,30067
joe scarborough,2015-08,33482
joe scarborough,2015-09,30557
joe scarborough,2015-10,44180
joe scarborough,2015-11,30301
joe scarborough,2015-12,35989
joe scarborough,2016-01,39919
joe scarborough,2016-02,42209
joe scarborough,2016-03,29009
joe scarborough,2016-04,31950
joe scarborough,2016-05,33706
joe scarborough,2016-06,31236
joe scarborough,2016-07,29966
joe scarborough,2016-08,36528
joe scarborough,2016-09,30890
joe scarborough,2016-10,37632
joe scarborough,2016-11,33728
joe scarborough,2016-12,23846
joe scarborough,2017-01,26146
joe scarborough,2017-02,31660
joe scarborough,2017-03,37471
joe scarborough,2017-04,32544
joe scarborough,2017-05,37742
joe scarborough,2017-06,35812
joe scarborough,2017-07,26169
joe scarborough,2017-08,35723
joe scarborough,2017-09,26192
joe scarborough,2017-10,37896
joe scarborough,2017-11,29497
joe scarborough,2017-12,36495
joe scarborough,2018-01,54675
joe scarborough,2018-02,51127
joe scarborough,2018-03,44921
joe scarborough,2018-04,41745
joe scarborough,2018-05,41516
joe scarborough,2018-06,36609
joe scarborough,2018-07,32606
joe scarborough,2018-08,44874
joe scarborough,2018-09,36859
joe scarborough,2018-10,51753
joe scarborough,2018-11,30814
joe scarborough,2018-12,39784
joe scarborough,2019-01,37549
joe scarborough,2019-02,48356
joe scarborough,2019-03,44184
joe scarborough,2019-04,45257
joe scarborough,2019-05,45039
joe scarborough,2019-06,33273
joe scarborough,2019-07,39491
joe scarborough,2019-08,40946
joe scarborough,2019-09,37528
joe scarborough,2019-10,33987
joe scarborough,2019-11,26529
joe scarborough,2019-12,39237
joe scarborough,2020-01,45155
joe scarborough,2020-02,31205
joe scarborough,2020-03,30549
joe scarborough,2020-04,54503
joe scarborough,2020-05,48546
joe scarborough,2020-06,45022
joe scarborough,2020-07,30035
john berman,2010-01,3
john berman,2010-02,3
john berman,2010-03,9
john berman,2010-04,9
john berman,2010-05,9
john berman,2010-06,6
john berman,2010-07,3
john berman,2010-08,6
john berman,2010-09,33
john berman,2010-10,21
john berman,2010-11,9
john berman,2010-12,30
john berman,2011-01,6
john berman,2011-02,0
john berman,2011-03,18
john berman,2011-04,6
john berman,2011-05,6
john berman,2011-06,6
john berman,2011-07,0
john berman,2011-08,6
john berman,2011-09,12
john berman,2011-10,0
john berman,2011-11,9
john berman,2011-12,3
john berman,2012-01,0
john berman,2012-02,0
john berman,2012-03,0
john berman,2012-04,3
john berman,2012-05,0
john berman,2012-06,27
john berman,2012-07,7603
john berman,2012-08,17185
john berman,2012-09,14338
john berman,2012-10,13316
john berman,2012-11,13003
john berman,2012-12,10535
john berman,2013-01,19300
john berman,2013-02,11534
john berman,2013-03,6237
john berman,2013-04,29417
john berman,2013-05,19827
john berman,2013-06,15015
john berman,2013-07,7906
john berman,2013-08,10995
john berman,2013-09,10485
john berman,2013-10,13881
john berman,2013-11,19917
john berman,2013-12,12754
john berman,2014-01,11163
john berman,2014-02,21319
john berman,2014-03,22021
john berman,2014-04,20147
john berman,2014-05,15313
john berman,2014-06,17416
john berman,2014-07,19730
john berman,2014-08,13701
john berman,2014-09,15864
john berman,2014-10,18304
john berman,2014-11,11453
john berman,2014-12,18985
john berman,2015-01,29225
john berman,2015-02,20749
john berman,2015-03,18052
john berman,2015-04,14140
john berman,2015-05,12898
john berman,2015-06,15716
john berman,2015-07,17235
john berman,2015-08,15379
john berman,2015-09,24896
john berman,2015-10,26361
john berman,2015-11,25691
john berman,2015-12,24732
john berman,2016-01,31553
john berman,2016-02,33912
john berman,2016-03,23709
john berman,2016-04,26297
john berman,2016-05,24804
john berman,2016-06,20170
john berman,2016-07,22100
john berman,2016-08,36565
john berman,2016-09,18398
john berman,2016-10,23700
john berman,2016-11,30937
john berman,2016-12,25665
john berman,2017-01,25895
john berman,2017-02,19202
john berman,2017-03,27889
john berman,2017-04,17902
john berman,2017-05,17089
john berman,2017-06,29366
john berman,2017-07,41967
john berman,2017-08,28360
john berman,2017-09,13814
john berman,2017-10,24096
john berman,2017-11,32122
john berman,2017-12,37557
john berman,2018-01,34727
john berman,2018-02,48960
john berman,2018-03,41037
john berman,2018-04,27781
john berman,2018-05,43914
john berman,2018-06,48907
john berman,2018-07,44391
john berman,2018-08,64485
john berman,2018-09,32788
john berman,2018-10,32350
john berman,2018-11,44499
john berman,2018-12,47984
john berman,2019-01,39217
john berman,2019-02,32017
john berman,2019-03,36323
john berman,2019-04,22525
john berman,2019-05,35210
john berman,2019-06,55840
john berman,2019-07,24925
john berman,2019-08,53518
john berman,2019-09,24922
john berman,2019-10,43683
john berman,2019-11,47933
john berman,2019-12,34554
john berman,2020-01,37291
john berman,2020-02,31938
john berman,2020-03,48213
john berman,2020-04,47711
john berman,2020-05,37620
john berman,2020-06,30886
john berman,2020-07,54046
john king,2010-01,12583
john king,2010-02,2675
john king,2010-03,4545
john king,2010-04,12238
john king,2010-05,10546
john king,2010-06,10534
john king,2010-07,12232
john king,2010-08,14237
john king,2010-09,18511
john king,2010-10,19780
john king,2010-11,18046
john king,2010-12,16714
john king,2011-01,24279
john king,2011-02,20348
john king,2011-03,13550
john king,2011-04,15958
john king,2011-05,23671
john king,2011-06,14748
john king,2011-07,26864
john king,2011-08,28013
john king,2011-09,24432
john king,2011-10,26860
john king,2011-11,23897
john king,2011-12,17517
john king,2012-01,30872
john king,2012-02,19455
john king,2012-03,22286
john king,2012-04,10914
john king,2012-05,15206
john king,2012-06,24655
john king,2012-07,3009
john king,2012-08,17110
john king,2012-09,10122
john king,2012-10,17373
john king,2012-11,10815
john king,2012-12,3981
john king,2013-01,6613
john king,2013-02,2706
john king,2013-03,3346
john king,2013-04,6327
john king,2013-05,3321
john king,2013-06,13537
john king,2013-07,5566
john king,2013-08,10216
john king,2013-09,14701
john king,2013-10,12478
john king,2013-11,11856
john king,2013-12,7594
john king,2014-01,11449
john king,2014-02,4488
john king,2014-03,4775
john king,2014-04,5429
john king,2014-05,5837
john king,2014-06,7538
john king,2014-07,4866
john king,2014-08,2688
john king,2014-09,6380
john king,2014-10,4439
john king,2014-11,8558
john king,2014-12,2671
john king,2015-01,4109
john king,2015-02,4666
john king,2015-03,4749
john king,2015-04,5885
john king,2015-05,2961
john king,2015-06,5887
john king,2015-07,5954
john king,2015-08,6267
john king,2015-09,4363
john king,2015-10,5129
john king,2015-11,2580
john king,2015-12,5642
john king,2016-01,10310
john king,2016-02,10400
john king,2016-03,12756
john king,2016-04,9980
john king,2016-05,8087
john king,2016-06,4250
john king,2016-07,13920
john king,2016-08,6040
john king,2016-09,10496
john king,2016-10,18905
john king,2016-11,12731
john king,2016-12,2559
john king,2017-01,16251
john king,2017-02,12275
john king,2017-03,15106
john king,2017-04,14462
john king,2017-05,13793
john king,2017-06,16443
john king,2017-07,13885
john king,2017-08,10165
john king,2017-09,14630
john king,2017-10,15659
john king,2017-11,10532
john king,2017-12,10433
john king,2018-01,14225
john king,2018-02,11363
john king,2018-03,14196
john king,2018-04,16688
john king,2018-05,14864
john king,2018-06,15747
john king,2018-07,10898
john king,2018-08,11550
john king,2018-09,12822
john king,2018-10,13558
john king,2018-11,21561
john king,2018-12,12598
john king,2019-01,14244
john king,2019-02,12151
john king,2019-03,11544
john king,2019-04,15241
john king,2019-05,14598
john king,2019-06,13941
john king,2019-07,13239
john king,2019-08,7773
john king,2019-09,15822
john king,2019-10,15761
john king,2019-11,14675
john king,2019-12,10587
john king,2020-01,14875
john king,2020-02,21801
john king,2020-03,37339
john king,2020-04,48400
john king,2020-05,46192
john king,2020-06,38854
john king,2020-07,31083
john mccain,2010-01,12060
john mccain,2010-02,13734
john mccain,2010-03,14727
john mccain,2010-04,10924
john mccain,2010-05,3923
john mccain,2010-06,5560
john mccain,2010-07,4753
john mccain,2010-08,10029
john mccain,2010-09,6126
john mccain,2010-10,1893
john mccain,2010-11,7254
john mccain,2010-12,8030
john mccain,2011-01,4682
john mccain,2011-02,5597
john mccain,2011-03,8123
john mccain,2011-04,6165
john mccain,2011-05,6579
john mccain,2011-06,6751
john mccain,2011-07,10164
john mccain,2011-08,6293
john mccain,2011-09,3747
john mccain,2011-10,9438
john mccain,2011-11,4736
john mccain,2011-12,7187
john mccain,2012-01,11828
john mccain,2012-02,7432
john mccain,2012-03,14584
john mccain,2012-04,5883
john mccain,2012-05,7505
john mccain,2012-06,10783
john mccain,2012-07,11204
john mccain,2012-08,14300
john mccain,2012-09,14657
john mccain,2012-10,15998
john mccain,2012-11,31701
john mccain,2012-12,9230
john mccain,2013-01,16184
john mccain,2013-02,16593
john mccain,2013-03,6830
john mccain,2013-04,7927
john mccain,2013-05,9685
john mccain,2013-06,11402
john mccain,2013-07,5001
john mccain,2013-08,13263
john mccain,2013-09,23561
john mccain,2013-10,9244
john mccain,2013-11,3142
john mccain,2013-12,3691
john mccain,2014-01,7851
john mccain,2014-02,9184
john mccain,2014-03,9907
john mccain,2014-04,4073
john mccain,2014-05,7969
john mccain,2014-06,17704
john mccain,2014-07,9789
john mccain,2014-08,7919
john mccain,2014-09,12015
john mccain,2014-10,5161
john mccain,2014-11,5649
john mccain,2014-12,9366
john mccain,2015-01,4666
john mccain,2015-02,7203
john mccain,2015-03,6014
john mccain,2015-04,6557
john mccain,2015-05,4668
john mccain,2015-06,1136
john mccain,2015-07,10086
john mccain,2015-08,433
john mccain,2015-09,7162
john mccain,2015-10,6406
john mccain,2015-11,3898
john mccain,2015-12,3719
john mccain,2016-01,5411
john mccain,2016-02,3245
john mccain,2016-03,2790
john mccain,2016-04,487
john mccain,2016-05,4688
john mccain,2016-06,4386
john mccain,2016-07,1397
john mccain,2016-08,7579
john mccain,2016-09,1810
john mccain,2016-10,4639
john mccain,2016-11,1385
john mccain,2016-12,10200
john mccain,2017-01,17543
john mccain,2017-02,7817
john mccain,2017-03,10972
john mccain,2017-04,14166
john mccain,2017-05,7864
john mccain,2017-06,6039
john mccain,2017-07,23640
john mccain,2017-08,4339
john mccain,2017-09,9405
john mccain,2017-10,9524
john mccain,2017-11,4033
john mccain,2017-12,3520
john mccain,2018-01,555
john mccain,2018-02,1542
john mccain,2018-03,738
john mccain,2018-04,805
john mccain,2018-05,11155
john mccain,2018-06,946
john mccain,2018-07,1228
john mccain,2018-08,101701
john mccain,2018-09,6902
john mccain,2018-10,494
john mccain,2018-11,252
john mccain,2018-12,650
john mccain,2019-01,188
john mccain,2019-02,167
john mccain,2019-03,4067
john mccain,2019-04,110
john mccain,2019-05,803
john mccain,2019-06,500
john mccain,2019-07,796
john mccain,2019-08,668
john mccain,2019-09,94
john mccain,2019-10,101
john mccain,2019-11,433
john mccain,2019-12,217
john mccain,2020-01,426
john mccain,2020-02,933
john mccain,2020-03,368
john mccain,2020-04,33
john mccain,2020-05,108
john mccain,2020-06,16
john mccain,2020-07,63
jon scott,2010-01,12249
jon scott,2010-02,10983
jon scott,2010-03,10185
jon scott,2010-04,11447
jon scott,2010-05,6397
jon scott,2010-06,6184
jon scott,2010-07,15060
jon scott,2010-08,9646
jon scott,2010-09,10187
jon scott,2010-10,13717
jon scott,2010-11,12701
jon scott,2010-12,9569
jon scott,2011-01,12907
jon scott,2011-02,7955
jon scott,2011-03,10072
jon scott,2011-04,8683
jon scott,2011-05,8365
jon scott,2011-06,10888
jon scott,2011-07,11014
jon scott,2011-08,6476
jon scott,2011-09,10056
jon scott,2011-10,8584
jon scott,2011-11,12330
jon scott,2011-12,13312
jon scott,2012-01,10156
jon scott,2012-02,11244
jon scott,2012-03,12280
jon scott,2012-04,8240
jon scott,2012-05,12653
jon scott,2012-06,9995
jon scott,2012-07,15771
jon scott,2012-08,12384
jon scott,2012-09,12329
jon scott,2012-10,11574
jon scott,2012-11,10270
jon scott,2012-12,10799
jon scott,2013-01,11997
jon scott,2013-02,11802
jon scott,2013-03,11424
jon scott,2013-04,9855
jon scott,2013-05,12136
jon scott,2013-06,9749
jon scott,2013-07,7174
jon scott,2013-08,8852
jon scott,2013-09,8806
jon scott,2013-10,10714
jon scott,2013-11,9899
jon scott,2013-12,10290
jon scott,2014-01,10374
jon scott,2014-02,9755
jon scott,2014-03,10703
jon scott,2014-04,8943
jon scott,2014-05,13613
jon scott,2014-06,7817
jon scott,2014-07,11493
jon scott,2014-08,9575
jon scott,2014-09,12969
jon scott,2014-10,7958
jon scott,2014-11,11435
jon scott,2014-12,10724
jon scott,2015-01,10215
jon scott,2015-02,8319
jon scott,2015-03,9338
jon scott,2015-04,9711
jon scott,2015-05,9603
jon scott,2015-06,8562
jon scott,2015-07,7034
jon scott,2015-08,7029
jon scott,2015-09,5609
jon scott,2015-10,8456
jon scott,2015-11,9211
jon scott,2015-12,8114
jon scott,2016-01,9724
jon scott,2016-02,8560
jon scott,2016-03,9087
jon scott,2016-04,9163
jon scott,2016-05,10715
jon scott,2016-06,8477
jon scott,2016-07,9200
jon scott,2016-08,6481
jon scott,2016-09,5967
jon scott,2016-10,9966
jon scott,2016-11,8813
jon scott,2016-12,9712
jon scott,2017-01,5639
jon scott,2017-02,7188
jon scott,2017-03,5221
jon scott,2017-04,9795
jon scott,2017-05,9136
jon scott,2017-06,9345
jon scott,2017-07,6096
jon scott,2017-08,10110
jon scott,2017-09,8147
jon scott,2017-10,6449
jon scott,2017-11,5313
jon scott,2017-12,7942
jon scott,2018-01,7905
jon scott,2018-02,6256
jon scott,2018-03,6296
jon scott,2018-04,4433
jon scott,2018-05,6175
jon scott,2018-06,3957
jon scott,2018-07,4250
jon scott,2018-08,6284
jon scott,2018-09,6784
jon scott,2018-10,7510
jon scott,2018-11,4734
jon scott,2018-12,4757
jon scott,2019-01,3031
jon scott,2019-02,4412
jon scott,2019-03,7518
jon scott,2019-04,3658
jon scott,2019-05,6476
jon scott,2019-06,5263
jon scott,2019-07,5251
jon scott,2019-08,12387
jon scott,2019-09,3990
jon scott,2019-10,4421
jon scott,2019-11,3895
jon scott,2019-12,5043
jon scott,2020-01,5309
jon scott,2020-02,3310
jon scott,2020-03,4498
jon scott,2020-04,3887
jon scott,2020-05,3887
jon scott,2020-06,6803
jon scott,2020-07,9196
joy-ann reid,2010-01,0
joy-ann reid,2010-02,3
joy-ann reid,2010-03,0
joy-ann reid,2010-04,0
joy-ann reid,2010-05,0
joy-ann reid,2010-06,0
joy-ann reid,2010-07,0
joy-ann reid,2010-08,876
joy-ann reid,2010-09,585
joy-ann reid,2010-10,2712
joy-ann reid,2010-11,1497
joy-ann reid,2010-12,456
joy-ann reid,2011-01,387
joy-ann reid,2011-02,408
joy-ann reid,2011-03,132
joy-ann reid,2011-04,423
joy-ann reid,2011-05,366
joy-ann reid,2011-06,285
joy-ann reid,2011-07,957
joy-ann reid,2011-08,990
joy-ann reid,2011-09,1254
joy-ann reid,2011-10,1107
joy-ann reid,2011-11,1464
joy-ann reid,2011-12,2133
joy-ann reid,2012-01,3861
joy-ann reid,2012-02,2301
joy-ann reid,2012-03,4506
joy-ann reid,2012-04,4431
joy-ann reid,2012-05,3191
joy-ann reid,2012-06,5129
joy-ann reid,2012-07,5576
joy-ann reid,2012-08,5121
joy-ann reid,2012-09,12251
joy-ann reid,2012-10,11622
joy-ann reid,2012-11,15768
joy-ann reid,2012-12,16207
joy-ann reid,2013-01,14607
joy-ann reid,2013-02,11852
joy-ann reid,2013-03,17316
joy-ann reid,2013-04,7498
joy-ann reid,2013-05,10491
joy-ann reid,2013-06,15221
joy-ann reid,2013-07,21455
joy-ann reid,2013-08,13816
joy-ann reid,2013-09,7473
joy-ann reid,2013-10,9618
joy-ann reid,2013-11,9724
joy-ann reid,2013-12,13445
joy-ann reid,2014-01,9407
joy-ann reid,2014-02,15278
joy-ann reid,2014-03,12553
joy-ann reid,2014-04,21819
joy-ann reid,2014-05,12884
joy-ann reid,2014-06,13163
joy-ann reid,2014-07,12121
joy-ann reid,2014-08,12723
joy-ann reid,2014-09,9966
joy-ann reid,2014-10,10154
joy-ann reid,2014-11,8082
joy-ann reid,2014-12,7856
joy-ann reid,2015-01,6840
joy-ann reid,2015-02,9206
joy-ann reid,2015-03,4522
joy-ann reid,2015-04,9493
joy-ann reid,2015-05,5077
joy-ann reid,2015-06,4702
joy-ann reid,2015-07,7179
joy-ann reid,2015-08,4855
joy-ann reid,2015-09,4655
joy-ann reid,2015-10,4354
joy-ann reid,2015-11,3179
joy-ann reid,2015-12,9101
joy-ann reid,2016-01,5438
joy-ann reid,2016-02,11048
joy-ann reid,2016-03,13796
joy-ann reid,2016-04,11966
joy-ann reid,2016-05,12041
joy-ann reid,2016-06,13594
joy-ann reid,2016-07,26458
joy-ann reid,2016-08,18177
joy-ann reid,2016-09,20131
joy-ann reid,2016-10,17391
joy-ann reid,2016-11,16469
joy-ann reid,2016-12,18414
joy-ann reid,2017-01,21262
joy-ann reid,2017-02,11676
joy-ann reid,2017-03,17106
joy-ann reid,2017-04,22771
joy-ann reid,2017-05,18667
joy-ann reid,2017-06,18708
joy-ann reid,2017-07,18145
joy-ann reid,2017-08,23882
joy-ann reid,2017-09,15010
joy-ann reid,2017-10,11958
joy-ann reid,2017-11,15658
joy-ann reid,2017-12,20925
joy-ann reid,2018-01,34196
joy-ann reid,2018-02,17799
joy-ann reid,2018-03,16020
joy-ann reid,2018-04,17300
joy-ann reid,2018-05,20290
joy-ann reid,2018-06,11611
joy-ann reid,2018-07,16775
joy-ann reid,2018-08,4204
joy-ann reid,2018-09,15163
joy-ann reid,2018-10,16373
joy-ann reid,2018-11,22073
joy-ann reid,2018-12,14765
joy-ann reid,2019-01,27260
joy-ann reid,2019-02,22817
joy-ann reid,2019-03,21128
joy-ann reid,2019-04,19928
joy-ann reid,2019-05,21250
joy-ann reid,2019-06,19335
joy-ann reid,2019-07,30200
joy-ann reid,2019-08,18968
joy-ann reid,2019-09,26070
joy-ann reid,2019-10,10053
joy-ann reid,2019-11,18356
joy-ann reid,2019-12,19359
joy-ann reid,2020-01,17735
joy-ann reid,2020-02,31306
joy-ann reid,2020-03,24119
joy-ann reid,2020-04,16560
joy-ann reid,2020-05,27604
joy-ann reid,2020-06,27739
joy-ann reid,2020-07,32155
juan williams,2010-01,9391
juan williams,2010-02,7582
juan williams,2010-03,9343
juan williams,2010-04,16527
juan williams,2010-05,5786
juan williams,2010-06,5777
juan williams,2010-07,16239
juan williams,2010-08,14643
juan williams,2010-09,9160
juan williams,2010-10,24198
juan williams,2010-11,14812
juan williams,2010-12,11268
juan williams,2011-01,12424
juan williams,2011-02,8659
juan williams,2011-03,12211
juan williams,2011-04,14047
juan williams,2011-05,10554
juan williams,2011-06,15306
juan williams,2011-07,9660
juan williams,2011-08,13243
juan williams,2011-09,8579
juan williams,2011-10,18653
juan williams,2011-11,15141
juan williams,2011-12,8074
juan williams,2012-01,14872
juan williams,2012-02,11444
juan williams,2012-03,9464
juan williams,2012-04,13056
juan williams,2012-05,10215
juan williams,2012-06,13305
juan williams,2012-07,13234
juan williams,2012-08,19865
juan williams,2012-09,8503
juan williams,2012-10,11630
juan williams,2012-11,9108
juan williams,2012-12,17207
juan williams,2013-01,10400
juan williams,2013-02,11361
juan williams,2013-03,8813
juan williams,2013-04,5755
juan williams,2013-05,9884
juan williams,2013-06,10730
juan williams,2013-07,13376
juan williams,2013-08,10381
juan williams,2013-09,9285
juan williams,2013-10,10422
juan williams,2013-11,11648
juan williams,2013-12,13235
juan williams,2014-01,8136
juan williams,2014-02,9005
juan williams,2014-03,7395
juan williams,2014-04,7658
juan williams,2014-05,9219
juan williams,2014-06,8166
juan williams,2014-07,9283
juan williams,2014-08,9066
juan williams,2014-09,9074
juan williams,2014-10,7675
juan williams,2014-11,13506
juan williams,2014-12,11073
juan williams,2015-01,8172
juan williams,2015-02,9400
juan williams,2015-03,11884
juan williams,2015-04,10323
juan williams,2015-05,14121
juan williams,2015-06,9828
juan williams,2015-07,11630
juan williams,2015-08,8125
juan williams,2015-09,7414
juan williams,2015-10,9980
juan williams,2015-11,10598
juan williams,2015-12,10555
juan williams,2016-01,9883
juan williams,2016-02,12046
juan williams,2016-03,13666
juan williams,2016-04,11963
juan williams,2016-05,13079
juan williams,2016-06,11517
juan williams,2016-07,10868
juan williams,2016-08,10813
juan williams,2016-09,12377
juan williams,2016-10,11984
juan williams,2016-11,11012
juan williams,2016-12,12802
juan williams,2017-01,12257
juan williams,2017-02,8775
juan williams,2017-03,12149
juan williams,2017-04,9263
juan williams,2017-05,15473
juan williams,2017-06,23055
juan williams,2017-07,26769
juan williams,2017-08,20649
juan williams,2017-09,24298
juan williams,2017-10,9478
juan williams,2017-11,11589
juan williams,2017-12,12280
juan williams,2018-01,15537
juan williams,2018-02,8717
juan williams,2018-03,13394
juan williams,2018-04,10816
juan williams,2018-05,10699
juan williams,2018-06,10791
juan williams,2018-07,12562
juan williams,2018-08,10841
juan williams,2018-09,7883
juan williams,2018-10,11847
juan williams,2018-11,10227
juan williams,2018-12,10401
juan williams,2019-01,10772
juan williams,2019-02,10707
juan williams,2019-03,10345
juan williams,2019-04,8892
juan williams,2019-05,11661
juan williams,2019-06,9470
juan williams,2019-07,11879
juan williams,2019-08,8232
juan williams,2019-09,10223
juan williams,2019-10,11994
juan williams,2019-11,12376
juan williams,2019-12,11147
juan williams,2020-01,11710
juan williams,2020-02,12892
juan williams,2020-03,18605
juan williams,2020-04,17675
juan williams,2020-05,20187
juan williams,2020-06,27068
juan williams,2020-07,25249
karl rove,2010-01,16354
karl rove,2010-02,8668
karl rove,2010-03,19596
karl rove,2010-04,11881
karl rove,2010-05,9110
karl rove,2010-06,3154
karl rove,2010-07,15245
karl rove,2010-08,16656
karl rove,2010-09,15960
karl rove,2010-10,22681
karl rove,2010-11,13788
karl rove,2010-12,9943
karl rove,2011-01,10103
karl rove,2011-02,7872
karl rove,2011-03,8786
karl rove,2011-04,12138
karl rove,2011-05,11240
karl rove,2011-06,9000
karl rove,2011-07,9373
karl rove,2011-08,13433
karl rove,2011-09,10071
karl rove,2011-10,14232
karl rove,2011-11,10452
karl rove,2011-12,10366
karl rove,2012-01,13967
karl rove,2012-02,15797
karl rove,2012-03,9359
karl rove,2012-04,10971
karl rove,2012-05,9884
karl rove,2012-06,13924
karl rove,2012-07,7698
karl rove,2012-08,15273
karl rove,2012-09,12711
karl rove,2012-10,13753
karl rove,2012-11,11293
karl rove,2012-12,2283
karl rove,2013-01,6413
karl rove,2013-02,15087
karl rove,2013-03,11483
karl rove,2013-04,6213
karl rove,2013-05,12439
karl rove,2013-06,10897
karl rove,2013-07,11709
karl rove,2013-08,10119
karl rove,2013-09,13492
karl rove,2013-10,10632
karl rove,2013-11,8963
karl rove,2013-12,8700
karl rove,2014-01,11850
karl rove,2014-02,6884
karl rove,2014-03,9510
karl rove,2014-04,7963
karl rove,2014-05,14701
karl rove,2014-06,3897
karl rove,2014-07,10334
karl rove,2014-08,6512
karl rove,2014-09,6278
karl rove,2014-10,8446
karl rove,2014-11,9989
karl rove,2014-12,7161
karl rove,2015-01,7574
karl rove,2015-02,7783
karl rove,2015-03,6015
karl rove,2015-04,7135
karl rove,2015-05,6789
karl rove,2015-06,4424
karl rove,2015-07,7296
karl rove,2015-08,5547
karl rove,2015-09,6580
karl rove,2015-10,4958
karl rove,2015-11,5309
karl rove,2015-12,4118
karl rove,2016-01,5021
karl rove,2016-02,9050
karl rove,2016-03,5938
karl rove,2016-04,6269
karl rove,2016-05,5706
karl rove,2016-06,4563
karl rove,2016-07,5839
karl rove,2016-08,8859
